	Package	Version
1075	chi2x3way	1.1
1076	childhoodmortality	0.3.0
1077	chipPCR	0.0.8-10
1078	ChIPtest	1
1079	CHMM	0.1.1
1080	choiceDes	0.9-3
1081	ChoiceModelR	1.2
1082	cholera	0.7.0
1083	choplump	1.0-0.4
1084	chopsticks	1.60.0
1085	chopthin	0.2.2
1086	ChoR	0.0-4
1087	chords	0.95.4
1088	choroplethr	3.7.0
1089	choroplethrAdmin1	1.1.1
1090	choroplethrMaps	1.0.1
1091	chromer	0.1
1092	chromoMap	0.2
1093	chron	2.3-56
1094	CHsharp	0.4
1095	chunkR	1.1.1
1096	CIAAWconsensus	1.3
1097	CIEE	0.1.1
1098	CIFsmry	1.0.1.1
1099	cifti	0.4.5
1100	CIM	1.0.0
1101	cin	0.1
1102	CINNA	1.1.53
1103	cinterpolate	1.0.0
1104	CIplot	1
1105	circlize	0.4.11
1106	CircOutlier	3.2.3
1107	CircSpaceTime	0.9.0
1108	CircStats	0.2-6
1109	circular	0.4-93
1110	CircularDDM	0.1.0
1111	CISE	0.1.0
1112	cit	2.2
1113	citbcmst	1.0.4
1114	citccmst	1.0.2
1115	CityPlot	2
1116	CityWaterBalance	0.1.0
1117	ciuupi	1.1.0
1118	CJAMP	0.1.1
1119	cjoint	2.1.0
1120	CKLRT	0.2.3
1121	cladoRcpp	0.15.1
1122	ClamR	2.1-1
1123	clarifai	0.4.2
1124	class	7.3.20
1125	ClassComparison	3.1.8
1126	ClassDiscovery	3.4.0
1127	classGraph	0.7-5
1128	classifly	0.4
1129	classInt	0.4-8
1130	cld2	1.2
1131	CleanBSequences	0.4.0
1132	cleandata	0.3.0
1133	cleanerR	0.1.1
1134	clespr	1.1.2
1135	cli	3.4.1
1136	ClickClust	1.1.5
1137	ClickClustCont	0.1.7
1138	CliftLRD	0.1-1
1139	clikcorr	1
1140	climatol	3.1.2
1141	ClimClass	2.1.0
1142	ClimDown	1.0.2
1143	clime	0.5.0
1144	ClimInd	0.1-2
1145	clinfun	1.1.0
1146	ClinicalTrialSummary	1.1.1
1147	clinPK	0.9.0
1148	clinsig	1.2
1149	clinUtiDNA	1
1150	clipr	0.8.0
1151	clisymbols	1.2.0
1152	clock	0.6.1
1153	clogitboost	1.1
1154	clogitL1	1.5
1155	clogitLasso	1.1
1156	CLONETv2	2.1.0
1157	clordr	1.6.0
1158	cloudUtil	0.1.12
1159	clr	0.1.2
1160	CLSOCP	1
1161	clttools	1.3
1162	clue	0.3-62
1163	ClueR	1.4
1164	cluscov	1.1.0
1165	clusrank	0.6-2
1166	ClussCluster	0.1.0
1167	clust.bin.pair	0.1.2
1168	clustDRM	0.1-0
1169	cluster	2.1.4
1170	cluster.datasets	1.0-1
1171	clusterCrit	1.2.8
1172	clusteredinterference	1.0.1
1173	ClusteredMutations	1.0.1
1174	clusterGeneration	1.3.7
1175	clusterGenomics	1
1176	clusterhap	0.1
1177	clustering.sc.dp	1
1178	clusternomics	0.1.1
1179	clusterPower	0.6.111
1180	clusterProfiler	4.2.2
1181	ClusterR	1.2.7
1182	ClusterRankTest	1
1183	clusterRepro	0.9
1184	clusterSim	0.50-1
1185	clustertend	1.4
1186	clusteval	0.1
1187	ClustGeo	2
1188	clustMD	1.2.1
1189	ClustMMDD	1.0.4
1190	ClustOfVar	1.1
1191	clustringr	1
1192	CLUSTShiny	0.1.0
1193	clustsig	1.1
1194	clustvarsel	2.3.3
1195	ClusVis	1.2.0
1196	clv	0.3-2.2
1197	clValid	0.6-9
1198	CMA	1.52.0
1199	cmaes	1.0-11
1200	cmaesr	1.0.3
1201	CMatching	2.3.0
1202	CMC	1
1203	cmce	0.1.0
1204	cmenet	0.1.1
1205	CMLS	1.0-0
1206	cmm	0.12
1207	cmmr	0.1.2
1208	cmprsk	2.2-11
1209	cmrutils	1.3.1
1210	cmvnorm	1.0-6
1211	cnbdistr	1.0.1
1212	CNLTreg	0.1-2
1213	CNLTtsa	0.1-2
1214	CNOGpro	1.1
1215	CNORode	1.36.0
1216	CNprep	2
1217	CNull	1
1218	coalescentMCMC	0.4-1
1219	cobiclust	0.1.0
1220	COBRA	0.99.4
1221	cobs	1.3-5
1222	cocktailApp	0.2.1
1223	CoClust	0.3-2
1224	COCONUT	1.0.2
1225	cocor	1.1-4
1226	cocron	1.0-1
1227	coda	0.19-4
1228	codadiags	1
1229	codalm	0.1.2
1230	CodataGS	1.43
1231	cOde	1.0.0
1232	CodeDepends	0.6.5
1233	codep	0.9-1
1234	codetools	0.2.18
1235	codified	0.2.0
1236	codingMatrices	0.3.2
1237	coefplot	1.2.6
1238	coenocliner	0.2-2
1239	coenoflex	2.2-0
1240	coexist	1
1241	cofeatureR	1.1.1
1242	CoFRA	0.1002
1243	cogmapr	0.9.1
1244	CoImp	1
1245	coin	1.4-2
1246	CoinMinD	1.1
1247	Coinprofile	0.1.9
1248	cointmonitoR	0.1.0
1249	cointReg	0.2.0
1250	colf	0.1.3
1251	collapse	1.8.9
1252	collapsibleTree	0.1.7
1253	collectArgs	0.4.0
1254	CollocInfer	1.0.4
1255	collUtils	1.0.5
1256	colmozzie	1.1.1
1257	coloc	3.2-1
1258	colorDF	0.1.7
1259	colordistance	1.1.1
1260	coloredICA	1.0.0
1261	colorfindr	0.1.4
1262	colorfulVennPlot	2.4
1263	colorhcplot	1.3.1
1264	colormap	0.1.4
1265	ColorPalette	1.0-1
1266	colorpatch	0.1.2
1267	colorr	1.0.0
1268	colorRamps	2.3.1
1269	colorspace	2.0-3
1270	colorSpec	1.4-0
1271	colortools	0.1.5
1272	colourpicker	1.2.0
1273	colourvision	2.0.2
1274	colr	0.1.900
1275	colt	0.1.1
1276	comato	1.1
1277	COMBAT	0.0.4
1278	combinat	0.0-8
1279	CombinePortfolio	0.4
1280	CombinePValue	1
1281	CombinS	1.1-1
1282	combiter	1.0.3
1283	CombMSC	1.4.2.1
1284	comclim	0.9.5
1285	cometExactTest	0.1.5
1286	comf	0.1.9
1287	ComICS	1.0.4
1288	commandr	1.0.1
1289	CommEcol	1.7.0
1290	commentr	1.0.4
1291	CommonJavaJars	1.0-6
1292	commonmark	1.8.1
1293	commonsMath	1.2.5
1294	CommT	0.1.1
1295	CommunityCorrelogram	1
1296	Comp2ROC	1.1.4
1297	compactr	0.1
1298	compare	0.2-6
1299	compareC	1.3.1
1300	CompareCausalNetworks	0.2.6.2
1301	compareODM	1.2
1302	CompareTests	1.2
1303	compas	0.1.1
1304	compboost	0.1.0
1305	CompDist	1
1306	compendiumdb	1.0.3
1307	compHclust	1.0-3
1308	compiler	4.1.3
1309	ComplexHeatmap	2.10.0
1310	complexity	1.1.1
1311	complexplus	2.1
1312	CompLognormal	3
1313	compositions	2.0-4
1314	Compounding	1.0.2
1315	CompQuadForm	1.4.3
1316	CompR	1
1317	compute.es	0.2-5
1318	comtradr	0.2.2
1319	con2aqi	0.1.0
1320	Conake	1
1321	concatenate	1.0.0
1322	conclust	1.1
1323	concor	1.0-0.1
1324	cond	1.2-3.1
1325	condGEE	0.1-4
1326	CondIndTests	0.1.5
1327	conditionz	0.1.0
1328	CondReg	0.2
1329	condSURV	2.0.1
1330	condusco	0.1.0
1331	condvis	0.5-1
1332	coneproj	1.14
1333	conf.design	2.0.0
1334	confidence	1.1-2
1335	config	0.3.1
1336	ConfigParser	1.0.0
1337	configr	0.3.5
1338	configural	0.1.1
1339	confinterpret	1.0.0
1340	confintr	0.2.0
1341	ConfIntVariance	1.0.2
1342	conflicted	1.0.4
1343	conformalClassification	1.0.0
1344	ConfoundedMeta	1.3.0
1345	confSAM	0.2
1346	conicfit	1.0.4
1347	conics	0.3
1348	Conigrave	0.4.4
1349	conjoint	1.41
1350	ConjointChecks	0.0.9
1351	conover.test	1.1.5
1352	conquer	1.0.2
1353	ConsensusClusterPlus	1.58.0
1354	ConSpline	1.2
1355	constellation	0.2.0
1356	constrainedKriging	0.2.4
1357	container	0.3.0
1358	contfrac	1.1-12
1359	conting	1.7
1360	contoureR	1.0.5
1361	ContourFunctions	0.1.1
1362	control	0.2.5
1363	controlTest	1.1.0
1364	convertGraph	0.1
1365	convertr	0.1
1366	convevol	1.3
1367	convexjlr	0.8.1
1368	cooccur	1.3
1369	cooccurNet	0.1.6
1370	coop	0.6-2
1371	CoopGame	0.2.1
1372	coopProductGame	2
1373	cooptrees	1
1374	copBasic	2.1.5
1375	CopCTS	1.0.0
1376	cope	0.2.3
1377	coppeCosenzaR	0.1.3
1378	coprimary	1
1379	copula	1.0-0
1380	copulaData	0.0-1
1381	CopulaDTA	1.0.0
1382	copulaedas	1.4.3
1383	CopulaREMADA	1.3
1384	CopyDetect	1.3
1385	copynumber	1.34.0
1386	cord	0.1.1
1387	CorDiff	1
1388	cordillera	0.8-0
1389	CORE	3
1390	corehunter	3.2.1
1391	CORElearn	1.57.1
1392	coreNLP	0.4-2
1393	coreSim	0.2.4
1394	coreTDT	1
1395	corkscrew	1.1
1396	corlink	1.0.0
1397	CORM	1.0.2
1398	corpcor	1.6.10
1399	corpora	0.5
1400	CorporaCoCo	1.1-0
1401	corpus	0.10.1
1402	corr2D	1.0.0
1403	CorrBin	1.6
1404	corrDNA	1.0.1
1405	correctedAUC	0.0.3
1406	CorrectedFDR	1
1407	CorrectOverloadedPeaks	1.2.17
1408	corregp	2.0.2
1409	correlbinom	0.0.1
1410	corrgram	1.14
1411	corrplot	0.84
1412	corrsieve	1.6-8
1413	CorrToolBox	1.6.4
1414	corset	0.1-4
1415	corTools	1
1416	cosa	2.0.0
1417	COSINE	2.1
1418	cosinor	1.1
1419	cosinor2	0.2.1
1420	cosmoFns	1.0-1
1421	cosso	2.1-1
1422	COST	0.1.0
1423	costat	2.4
1424	costsensitive	0.1.2.10
1425	CosW	0.1
1426	couchDB	1.4.1
1427	COUNT	1.3.4
1428	countcolors	0.9.1
1429	countHMM	0.1.0
1430	Countr	3.5.4
1431	countrycode	1.4.0
1432	CountsEPPM	3
1433	countToFPKM	1
1434	countTransformers	0.0.6
1435	countyfloods	0.1.0
1436	countytimezones	1.0.0
1437	countyweather	0.1.0
1438	COUSCOus	1.0.0
1439	covBM	0.1.0
1440	covequal	0.1.0
1441	covfefe	0.1.0
1442	covLCA	1
1443	covr	3.6.1
1444	covreg	1
1445	covRobust	1.1-3
1446	CovSel	1.2.1
1447	CovSelHigh	1.1.1
1448	covsep	1.1.0
1449	covTestR	0.1.4
1450	cowbell	0.1.0
1451	cowplot	1.1.1
1452	coxinterval	1.2
1453	CoxPhLb	1.2.0
1454	coxphMIC	0.1.0
1455	coxphSGD	0.2.1
1456	CoxPlus	1.1.1
1457	coxrobust	1
1458	CP	1.6
1459	cpa	1
1460	CPAT	0.1.0
1461	cpca	0.1.2
1462	cPCG	1
1463	cpd	0.3.0
1464	CPE	1.5.1
1465	CpGassoc	2.6
1466	CpGFilter	1.1
1467	cpk	1.3-1
1468	cplm	0.7-10
1469	cpm	2.3
1470	CPMCGLM	1.2
1471	CPP	0.1.0
1472	cpp11	0.4.3
1473	cpr	0.2.3
1474	cprr	0.2.0
1475	CPsurv	1.0.0
1476	cpt	1.0.2
1477	cptec	0.1.0
1478	cqrReg	1.2
1479	CR	1
1480	CRAC	1
1481	cramer	0.9-3
1482	crank	1.1-2
1483	cranlike	1.0.2
1484	cranlogs	2.1.1
1485	CRANsearcher	1.0.0
1486	crantastic	0.1
1487	crassmat	0.0.6
1488	crawl	2.2.1
1489	crayon	1.5.2
1490	crch	1.1-1
1491	CREAM	1.1.1
1492	credentials	1.3.2
1493	CreditMetrics	0.0-2
1494	CreditRisk	0.1.3
1495	crimCV	0.9.6
1496	crimedata	0.2.0
1497	crimelinkage	0.0.4
1498	crisp	1.0.0
1499	CRM	1.2.4
1500	crmPack	1.0.0
1501	crn	1.1
1502	cromwellDashboard	0.5.1
1503	crone	0.1.1
1504	crop	0.0-2
1505	cropdatape	1.0.0
1506	crossdes	1.1-2
1507	crossmatch	1.3-1
1508	crossReg	1
1509	crossrun	0.1.0
1510	crosstalk	1.2.0
1511	crossval	1.0.3
1512	CrossValidate	2.3.4
1513	crossword.r	0.3.6
1514	CRPClustering	1.2
1515	crrp	1
1516	crrSC	1.1
1517	crrstep	2015-2.1
1518	crseEventStudy	1.2
1519	crsmeta	0.3.0
1520	crsnls	0.2
1521	crso	0.1.1
1522	crsra	0.2.3
1523	crtests	0.2.1
1524	CRTgeeDR	2
1525	CRTSize	1
1526	crul	1.3
1527	CRWRM	0.0.1
1528	cryst	0.1.0
1529	csabounds	1.0.0
1530	csampling	1.2-2.1
1531	csaw	1.28.0
1532	CSeqpat	0.1.2
1533	CSESA	1.2.0
1534	CSFA	1.2.0
1535	cshapes	0.6
1536	csn	1.1.3
1537	csp	0.1.0
1538	csrplus	1.03-0
1539	csSAM	1.2.4
1540	cssTools	1
1541	cstab	0.2-2
1542	cstar	1
1543	csv	0.6.2
1544	csvread	1.2.1
1545	csvy	0.3.0
1546	CTAShiny	0.1.0
1547	cthreshER	1.1.0
1548	CTM	0.2
1549	ctmcd	1.4.1
1550	ctmcmove	1.2.9
1551	ctrlGene	1.0.1
1552	CTShiny	0.1.0
1553	CTT	2.3.3
1554	CTTinShiny	0.1.0
1555	CTTShiny	0.1
1556	ctv	0.8-5
1557	cubature	2.0.4.5
1558	cubfits	0.1-3
1559	cubing	1.0-5
1560	Cubist	0.4.0
1561	cultevo	1.0.2
1562	CUMP	2
1563	cumplyr	0.1-1
1564	cumstats	1
1565	curl	4.3.3
1566	currentSurvival	1
1567	curry	0.1.1
1568	curstatCI	0.1.1
1569	curvecomp	0.1.0
1570	curveDepth	0.1.0.9
1571	curvHDR	1.2-1
1572	cusp	2.3.3
1573	CustomerScoringMetrics	1.0.0
1574	customizedTraining	1.2
1575	customsteps	0.7.1.0
1576	cutoffR	1
1577	CutpointsOEHR	0.1.2
1578	cuttlefish.model	1
1579	cvar	0.5
1580	cvAUC	1.1.4
1581	CVcalibration	1.0-1
1582	cvcqv	1.0.0
1583	CVD	1.0.2
1584	cvequality	0.2.0
1585	cvGEE	0.3-0
1586	CVglasso	1
1587	cvmgof	1.0.0
1588	cvq2	1.2.0
1589	CVR	0.1.1
1590	CVST	0.2-3
1591	CVThresh	1.1.1
1592	cvTools	0.3.2
1593	CVTuningCov	1
1594	cvxbiclustr	0.0.1
1595	cwhmisc	6.6
1596	cwm	0.0.3
1597	cxhull	0.2.0
1598	cxxfunplus	1
1599	cycleRtools	1.1.1
1600	cyclocomp	1.1.0
1601	cycloids	1
1602	cymruservices	0.5.0
1603	cyphid	1.1
1604	cystiSim	0.1.0
1605	CytobankAPI	1.3.0
1606	CytobankAPIstats	2
1607	CytobankBridgeR	1.0.0
1608	cytoDiv	0.5-3
1609	cytofan	0.1.0
1610	D3GB	1.1
1611	d3Network	0.5.2.1
1612	D3partitionR	0.5.0
1613	d3plus	0.1.0
1614	d3Tree	0.2.2
1615	DAAGbio	0.63-3
1616	DACF	1.0.0
1617	dae	3.1-32
1618	daewr	1.2-5
1619	daff	0.3.5
1620	dafs	1.0-37
1621	dagR	1.1.3
1622	DAKS	2.1-3
1623	DALEX	2.0.1
1624	DALY	1.5.0
1625	dam	0.0.1
1626	DamiaNN	1.0.0
1627	DandEFA	1.6
1628	DAP	1
1629	dapr	0.0.3
1630	Dark	0.9.8
1631	darksky	1.3.0
1632	darts	1
1633	dashboard	0.1.0
1634	Dasst	0.3.3
1635	dat	0.5.0
1636	data.table	1.14.4
1637	data.tree	1.0.0
1638	DatabaseConnectorJars	1.1.0
1639	DataClean	1
1640	DataCombine	0.2.21
1641	datadigest	1.0.2
1642	datadogr	0.1.2
1643	DataExplorer	0.8.2
1644	dataframes2xls	0.4.7
1645	DataLoader	1.3
1646	datamap	0.1-1
1647	datamart	0.5.2
1648	dataMeta	0.1.1
1649	dataonderivatives	0.3.1
1650	dataQualityR	1
1651	dataRetrieval	2.7.6
1652	datarium	0.1.0
1653	datasauRus	0.1.4
1654	dataseries	0.2.0
1655	datasets	4.1.3
1656	DatAssim	1
1657	datastepr	0.0.2
1658	dataverse	0.2.0
1659	datawizard	0.6.3
1660	date	1.2-39
1661	datetime	0.1.4
1662	datoramar	0.1.0
1663	datr	0.1.0
1664	datrProfile	0.1.0
1665	dave	2
1666	Davies	1.1-9
1667	dawai	1.2.3
1668	daymetr	1.4
1669	dbEmpLikeGOF	1.2.4
1670	dbEmpLikeNorm	1.0.0
1671	DBEST	1.8
1672	DBfit	1
1673	DBGSA	1.2
1674	DBI	1.1.3
1675	dblcens	1.1.7
1676	dblr	0.1.0
1677	dbplyr	2.2.1
1678	dbscan	1.1-5
1679	dbstats	1.0.5
1680	dc3net	1.2.0
1681	DCA	2
1682	DCD	0.1.0
1683	DCG	0.9.3
1684	DCGL	2.1.2
1685	dcGOR	1.0.6
1686	dChipIO	0.1.5
1687	DCL	0.1.0
1688	dclone	2.3-0
1689	DCluster	0.2-7
1690	dcminfo	0.1.7
1691	dcmle	0.3-1
1692	dcmodify	0.1.2
1693	DCODE	1
1694	dCovTS	1.1
1695	dcurver	0.9.2
1696	dcv	0.1.1
1697	ddalpha	1.3.11
1698	DDD	5
1699	DDHFm	1.1.2
1700	ddiv	0.1.0
1701	DDM	1.0-0
1702	DDoutlier	0.1.0
1703	DDRTree	0.1.5
1704	ddst	1.4
1705	deadband	0.1.0
1706	deal	1.2-39
1707	deamer	1
1708	deBInfer	0.4.2
1709	debugme	1.1.0
1710	debugr	0.0.1
1711	DECIDE	1.2
1712	decision	0.1.0
1713	decode	1.2
1714	decomposedPSF	0.1.3
1715	decompr	4.5.0
1716	decon	1.2-4
1717	Deducer	0.7-9
1718	DeducerPlugInExample	0.2-0
1719	DeducerPlugInScaling	0.1-0
1720	DeducerSpatial	0.7
1721	DeducerSurvival	0.1-0
1722	DeducerText	0.1-2
1723	deducorrect	1.3.7
1724	deductive	0.1.3
1725	deepboost	0.1.6
1726	deepnet	0.2
1727	DEEPR	0.1
1728	default	1.0.0
1729	deflateBR	1.1.2
1730	deformula	0.1.1
1731	degreenet	1.3-3
1732	deisotoper	0.0.7
1733	DelayedArray	0.20.0
1734	DelayedEffect.Design	0.0.4
1735	DelayedMatrixStats	1.16.0
1736	deldir	1.0-6
1737	DeLorean	1.4.1
1738	delt	0.8.2
1739	deltaPlotR	1.6
1740	deltar	1.0.0
1741	Demerelate	0.9-3
1742	DemoDecomp	1.0.1
1743	demogR	0.6.0
1744	demoGraphic	0.1.0
1745	demography	1.22
1746	demoKde	0.9-4
1747	DEMOVA	1
1748	dendextend	1.16.0
1749	dendroextras	0.2.3
1750	dendrometeR	1.0.0
1751	DendroSync	0.1.3
1752	DendSer	1.0.1
1753	dendsort	0.3.3
1754	DengueRT	1.0.1
1755	denoiSeq	0.1.1
1756	denovolyzeR	0.2.0
1757	denpro	0.9.2
1758	denseFLMM	0.1.2
1759	Density.T.HoldOut	2
1760	densityClust	0.3
1761	DensParcorr	1.1
1762	densratio	0.2.1
1763	denstrip	1.5.4
1764	DEoptim	2.2-7
1765	DEoptimR	1.0-11
1766	depend.truncation	3
1767	DepLogo	1
1768	depth	2.1-1.1
1769	depth.plot	0.1
1770	DepthProc	2.1.3
1771	depthTools	0.5
1772	dequer	2.0-1
1773	DeRezende.Ferreira	0.1.0
1774	Deriv	4.1.3
1775	derivmkts	0.2.4
1776	DES	1.0.0
1777	desc	1.4.2
1778	descomponer	1.5
1779	descr	1.1.4
1780	describedata	0.1.0
1781	DescribeDisplay	0.2.7
1782	describer	0.2.0
1783	descstatsr	0.1.0
1784	DescTools	0.99.47
1785	deseasonalize	1.35
1786	DESeq2	1.34.0
1787	designGG	1.1
1788	designmatch	0.3.1
1789	desiR	1.2.1
1790	desirability	2.1
1791	desire	1.0.7
1792	DESnowball	1
1793	deSolve	1.34
1794	detector	0.1.0
1795	DetMCD	0.0.5
1796	detpack	1.1.3
1797	DetR	0.0.5
1798	detrendeR	1.0.4
1799	deTS	1
1800	devEMF	4.0-2
1801	devFunc	0.1
1802	Devore7	0.7.6
1803	devtools	2.4.5
1804	dfcomb	3.0-0
1805	dfCompare	1.0.0
1806	dfConn	0.2.1
1807	dfcrm	0.2-2.1
1808	dfexplore	0.2.1
1809	dfidx	0.0-3
1810	DFIT	1.0-3
1811	dfmeta	1.0.0
1812	dfoptim	2020.10-1
1813	Dforest	0.4.2
1814	dfped	1.1
1815	dfphase1	1.1.1
1816	dfpk	3.5.1
1817	dga	1.2
1818	dGAselID	1.2
1819	dgmb	1.2
1820	dgodata	0.0.2
1821	dgof	1.2
1822	DGVM3D	1.0.0
1823	dhga	0.1
1824	dhglm	2
1825	dhh	0.0.1
1826	dHSIC	2.1
1827	di	1.1.4
1828	diagram	1.6.5
1829	DiagrammeR	1.0.9
1830	DiagrammeRsvg	0.1
1831	dials	1.1.0
1832	diaplt	1.3.0
1833	dice	1.2
1834	DiceDesign	1.9
1835	DiceKriging	1.6.0
1836	dichromat	2.0-0.1
1837	dicionariosIBGE	1.6
1838	DIconvex	1.0.0
1839	DidacticBoost	0.1.1
1840	didrooRFM	1.0.0
1841	dief	1.2
1842	dielectric	0.2.3
1843	diezeit	0.1-0
1844	difconet	1.0-4
1845	DiffBind	3.4.11
1846	DiffCorr	0.4.1
1847	diffdepprop	0.1-9
1848	diffee	1.1.0
1849	diffeR	0.0-6
1850	diffIRT	1.5
1851	diffMeshGP	0.1.0
1852	DiffNet	1.0-0
1853	diffobj	0.3.5
1854	diffpriv	0.4.2
1855	diffr	0.1
1856	diffrprojects	0.1.14
1857	diffrprojectswidget	0.1.5
1858	diffusion	0.2.7
1859	DiffusionRgqd	0.1.3
1860	DiffusionRimp	0.1.2
1861	DiffusionRjgqd	0.1.1
1862	diffusr	0.1.4
1863	digest	0.6.30
1864	digitalPCR	1.1.0
1865	digitize	0.0.4
1866	dils	0.8.1
1867	DIME	1.2
1868	DIMORA	0.1.0
1869	dimRed	0.2.3
1870	dina	2.0.0
1871	dinamic	1
1872	dineq	0.1.0
1873	DiPhiSeq	0.2.0
1874	diptest	0.75-7
1875	DIRECT	1.0.1
1876	DirectedClustering	0.1.1
1877	DirectEffects	0.2
1878	directlabels	2020.6.17
1879	directotree	1.0.0
1880	dirmcmc	1.3.3
1881	dirmult	0.1.3-4
1882	discfrail	0.1
1883	discgolf	0.2.0
1884	discharge	1.0.0
1885	disclap	1.5
1886	disclapmix	1.7.3
1887	disco	0.6
1888	DiscreteInverseWeibull	1.0.2
1889	DiscreteLaplace	1.1.1
1890	discreteMTP	0.1-2
1891	discreteRV	1.2.2
1892	DiscreteWeibull	1.1
1893	discretization	1.0-1.1
1894	DiscriMiner	0.1-29
1895	DisHet	1.0.0
1896	DisimForMixed	0.2
1897	diskImageR	1.0.0
1898	dismo	1.3-9
1899	disparityfilter	2.2.3
1900	displayHTS	1
1901	dispmod	1.2
1902	disposables	1.0.3
1903	dissever	0.2-3
1904	DiSSMod	1.0.0
1905	dissUtils	1
1906	distance.sample.size	0
1907	distances	0.1.8
1908	DistatisR	1.0.1
1909	distcrete	1.0.3
1910	distdichoR	0.1-1
1911	distdrawr	0.1.3
1912	distfree.cr	1.5.1
1913	distillery	1.2-1
1914	disto	0.2.0
1915	distory	1.4.4
1916	distr	2.8.0
1917	distrDoc	2.8.0
1918	distrEllipse	2.8.0
1919	distrEx	2.8.0
1920	DISTRIB	1
1921	distributional	0.3.1
1922	DistributionUtils	0.6-0
1923	distrMod	2.8.4
1924	distrom	1
1925	distrRmetrics	2.8.0
1926	distrSim	2.8.0
1927	distrTeach	2.8.0
1928	distrTEst	2.8.0
1929	disttools	0.1.7
1930	divagis	1.0.0
1931	divDyn	0.8.0
1932	diverse	0.1.5
1933	diveRsity	1.9.90
1934	DiversityOccupancy	1.0.6
1935	dixon	0.0-6
1936	dkanr	0.1.3
1937	dkDNA	0.1.1
1938	DLASSO	2.0.2
1939	dlbayes	0.1.0
1940	dlm	1.1-5
1941	dlstats	0.1.5
1942	dma	1.4-0
1943	dmai	0.4.0
1944	dml	1.1.0
1945	DMRMark	1.1.1
1946	DMRnet	0.2.0
1947	dmt	0.8.20
1948	dmutate	0.1.2
1949	DMwR	0.4.1
1950	DMwR2	0.0.2
1951	DNAcopy	1.68.0
1952	DNAseqtest	1
1953	DnE	2.1.0
1954	dnet	1.1.7
1955	dng	0.2.1
1956	DNMF	1.3
1957	DO.db	2.9
1958	DOBAD	1.0.6
1959	dobson	0.4
1960	doBy	4.6.14
1961	dockerfiler	0.1.3
1962	docopt	0.7.1
1963	docopulae	0.4.0
1964	docstring	1.0.0
1965	documair	0.6-0
1966	documenter	0.1.1
1967	docuSignr	0.0.3
1968	Dodge	0.9-2
1969	DoE.base	1.2-1
1970	DoE.MIParray	0.13
1971	DoE.multi.response	0.1.0
1972	DoE.wrapper	0.11
1973	DoEstRare	0.2
1974	doMC	1.3.7
1975	domino	0.3.1
1976	doParallel	1.0.17
1977	doRNG	1.8.2
1978	DOS	1.0.0
1979	DOSE	3.20.1
1980	DoseFinding	0.9-17
1981	doSNOW	1.0.19
1982	dosresmeta	2.0.1
1983	dostats	1.3.2
1984	DOT	0.1
1985	DoTC	0.2
1986	dotCall64	1.0-2
1987	dotdot	0.1.0
1988	dotenv	1.0.2
1989	dotwhisker	0.5.0
1990	doubcens	1.1
1991	DoubleCone	1.1
1992	DoubleExpSeq	1.1
1993	DOvalidation	1.1.0
1994	Dowd	0.12
1995	downlit	0.4.2
1996	downloader	0.4
1997	downsize	0.2.2
1998	dpa	1.0-3
1999	dparser	0.1.8
2000	DPBBM	0.2.5
2001	dpcid	1
2002	Dpit	1
2003	dplR	1.7.1
2004	dplRCon	1
2005	dplyr	1.0.10
2006	dplyrAssist	0.1.0
2007	dpmr	0.1.9
2008	DPP	0.1.2
2009	dprint	0.0.4
2010	DPtree	1.0.1
2011	dqrng	0.2.1
2012	dr	3.0.10
2013	dragonking	0.1.0
2014	dragulaR	0.3.1
2015	draw	1.0.0
2016	DRaWR	1.0.1
2017	DRAYL	1
2018	drc	3.0-1
2019	DREGAR	0.1.3.0
2020	drfit	0.7.2
2021	drgee	1.1.10
2022	drifter	0.2.1
2023	DrillR	0.1
2024	DrImpute	1
2025	drmdel	1.3.1
2026	dropR	0.1
2027	droptest	0.1.3
2028	DRR	0.0.4
2029	ds	4
2030	dsample	0.91.2.2
2031	DSBayes	1.1
2032	dse	2020.2-1
2033	dslice	1.2.0
2034	DSpat	0.1.6
2035	dsrTest	0.2.1
2036	dstat	1.0.4
2037	DSviaDRM	1
2038	DT	0.26
2039	DTAXG	0.1.0
2040	DTComPair	1.0.3
2041	DTDA.ni	1
2042	DTK	3.5
2043	DTMCPack	0.1-2
2044	dtp	0.1.0
2045	dtpcrm	0.1.1
2046	dtplyr	1.2.2
2047	DTR	1.7
2048	dtree	0.4.2
2049	dtt	0.1-2
2050	dtw	1.22-3
2051	DTWBI	1.1
2052	DTWUMI	1
2053	dub	0.2.0
2054	duckduckr	1.0.0
2055	dummies	1.5.6
2056	dummy	0.1.3
2057	dunn.test	1.3.5
2058	DunnettTests	2
2059	dupiR	1.2
2060	dvmisc	1.1.4
2061	DWDLargeR	0.1-0
2062	DWLasso	1.1
2063	DWreg	2
2064	dyads	1.1.2
2065	dydea	0.1.0
2066	dygraphs	1.1.1.6
2067	Dykstra	1.0-0
2068	DYM	0.2
2069	dyn	0.2-9.6
2070	DynamicDistribution	1.1
2071	dynamicGraph	0.2.2.6
2072	dynamicTreeCut	1.63-1
2073	dynamo	1
2074	dynatopmodel	1.2.1
2075	dynaTree	1.2-10
2076	DynClust	3.13
2077	dyncomp	0.0.2-1
2078	dynCorr	1.1.0
2079	dynetNLAResistance	0.1.0
2080	dynia	0.2
2081	dynlm	0.3-6
2082	DynNom	5.0.1
2083	dynpanel	0.1.0
